1,From previous SAT competitions/Races,,INDU,test,satexample.cnf,/global/scratch/xulin730/SATzilla2012/bin,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
2,From previous SAT competitions/Races,,INDU,test,unsatexample.cnf,/global/scratch/xulin730/SATzilla2012/bin,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
3,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,post-cbmc-zfcp-2.8-u2-noholes.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/c32sat,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
4,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,post-c32s-gcdm16-23.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/c32sat,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
5,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,minandmaxor128.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
6,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,minandmaxor016.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
7,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,minxorminand128.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minxorminand,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
8,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,mulhs016.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
9,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,maxxororand064.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxororand,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
10,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,maxxor128.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
11,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,maxxor064.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
12,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,maxxor032.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
13,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,countbitssrl064.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitssrl,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
14,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,countbitsarray04_32.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsarray,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
15,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,smulo064.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/smulo,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
16,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,maxor128.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
17,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,countbitswegner128.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitswegner,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
18,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,countbitsrotate032.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsrotate,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
19,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,rbcl_xits_08_UNSAT.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
20,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,rbcl_xits_09_UNKNOWN.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
21,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,ndhf_xits_19_UNKNOWN.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
22,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,rbcl_xits_18_SAT.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
23,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,rpoc_xits_09_UNSAT.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
24,From previous SAT competitions/Races,,INDU,SAT_competition2011_Indu,rbcl_xits_15_SAT.cnf,/home/jastyles/SATBench/SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances,UNKNOWN,Add by Lin02-2012,SATISFIABILITY
